budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Component1,Component2,Component3,Component4,Component5,cluster,Segment
45000000.0,Calimari Productions,USA,Stephen Sommers,Action,11203026.0,Deep Rising,R,1998-01-30,106,6.0,Treat Williams,28083,Stephen Sommers,1998,-0.2311224647022578,-0.3713009782464439,0.4575369412403664,-0.3110283867231324,-0.45112676940335883,3,fourth
0.0,Canal+,France,Gaspar No�,Crime,54735.0,I Stand Alone,NOT RATED,1999-02-17,93,7.5,Philippe Nahon,15508,Gaspar No�,1998,-0.7829006896027962,0.8626145434586986,-1.0184667947788228,-0.6177306224380201,-0.026593663233877764,1,second
0.0,Metro-Goldwyn-Mayer (MGM),USA,Peter Medak,Action,19165560.0,Species II,R,1998-04-10,93,4.3,Natasha Henstridge,23941,Dennis Feldman,1998,-1.5075042501601708,-1.4482313549968266,0.33392414809954724,0.9770214020623365,0.20189805488552623,3,fourth
17000000.0,British Broadcasting Corporation (BBC),UK,Sam Raimi,Crime,16311763.0,A Simple Plan,R,1999-01-22,121,7.5,Bill Paxton,54106,Scott B. Smith,1998,0.2786157379695404,1.352560577747019,0.1419131876355251,-0.34571958079141674,0.013427834091422114,0,first
2500000.0,Zentropa Entertainments,Denmark,Lars von Trier,Comedy,7235.0,Los idiotas,R,1998-05-21,117,6.9,Bodil J�rgensen,25714,Lars von Trier,1998,-0.42608453766031834,1.0823769930312677,0.2488828195549715,-0.023918692260338534,0.054404854780697315,1,second
30000000.0,Monarch Pictures,USA,Carl Franklin,Drama,23245840.0,One True Thing,R,1998-09-18,127,7.0,Meryl Streep,9970,Anna Quindlen,1998,0.3014656599320759,0.9883347200146534,0.8218750547634099,-0.4429748240172973,0.09183128947484004,0,first
13000000.0,TriStar Pictures,USA,Kirk Wong,Action,27052167.0,The Big Hit,R,1998-04-24,91,6.1,Mark Wahlberg,25792,Ben Ramsey,1998,-0.7714735262358314,-0.4536163772352599,-0.47473618860585287,-0.10978192616918765,0.11065793904555721,3,fourth
40000000.0,Warner Bros.,USA,Frederik Du Chau,Animation,22717758.0,The Magic Sword: Quest for Camelot,G,1998-05-15,86,6.2,Jessalyn Gilsig,12174,Vera Chapman,1998,-0.579505876325192,-0.7951480906462336,-0.48883360380217034,-0.6648141881922427,-0.305858317101029,3,fourth
30000000.0,Hollywood Pictures,USA,Mark Steven Johnson,Comedy,18252684.0,Simon Birch,PG,1998-09-11,114,6.9,Ian Michael Smith,19073,Mark Steven Johnson,1998,0.01558580594192969,0.5916461867647924,0.3013098838860085,-0.49715608072508133,-0.0790640728392626,1,second
90000000.0,RKO Pictures,USA,Ron Underwood,Action,50632037.0,Mighty Joe Young,PG,1998-12-25,114,5.6,Bill Paxton,24374,Merian C. Cooper,1998,0.7376921210282774,-1.1497063350185357,1.2253291252480296,-0.7088055467595198,-0.4857644033050238,4,
27000000.0,Twentieth Century Fox Film Corporation,USA,Richard Linklater,Action,10297897.0,The Newton Boys,PG-13,1998-03-27,122,6.0,Matthew McConaughey,8995,Claude Stanush,1998,-0.24675926991236408,0.27079029503346,1.0605801805686688,0.0364684820272923,-0.06527797390817042,1,second
2000000.0,ShadowCatcher Entertainment,Canada,Chris Eyre,Comedy,6719300.0,Smoke Signals,PG-13,1998-06-26,89,7.2,Adam Beach,8559,Sherman Alexie,1998,-0.888012022597082,0.4856320231408775,-1.0339201777912967,-0.587039848667246,0.0300683049385604,1,second
0.0,ARP S�lection,France,G�rard Pir�s,Action,268254.0,Taxi,NOT RATED,1998-11-20,86,6.9,Samy Naceri,65651,Luc Besson,1998,-0.8860701842551196,0.25866034224323836,-1.1927054083313933,-0.1526142810508288,-0.21131414714194166,1,second
3000000.0,Big Dog Films,Jamaica,Hype Williams,Crime,9630169.0,Belly,R,1998-11-04,96,6.0,Nas,7666,Anthony Bodden,1998,-1.0683004878878095,-0.17531456072196727,-0.2038503918396627,0.06257415601221451,0.1000449202592639,3,fourth
12000000.0,Sweetland Films,USA,Woody Allen,Comedy,5032496.0,Celebrity,R,1998-11-20,113,6.3,Kenneth Branagh,21644,Woody Allen,1998,-0.5238724951139326,0.4260297321767404,0.4149120235252812,0.06373073976046527,-0.021206482253596403,1,second
5000000.0,Rysher Entertainment,USA,Don Roos,Comedy,5881367.0,The Opposite of Sex,R,1998-05-22,105,6.5,Christina Ricci,18791,Don Roos,1998,-0.7136158424379061,0.41590955080780406,-0.054975490189962076,-0.04495449256957197,0.04536322158438257,1,second
0.0,Polygram Filmed Entertainment,USA,Skip Woods,Action,3121.0,Thursday,R,1998-09-25,83,7.2,Thomas Jane,14875,Skip Woods,1998,-1.0642860289737568,0.381842719544035,-1.3060438141816506,-0.5919538026371461,-0.08586596083838342,1,second
0.0,Castle Rock Entertainment,USA,Larry David,Comedy,219932.0,Sour Grapes,R,1998-04-17,91,5.7,Steven Weber,2482,Larry David,1998,-1.3972507066288415,-0.43195977814566244,-0.2698399862014613,0.1746680223329686,0.0016573699902833517,3,fourth
75000000.0,Touchstone Pictures,USA,Steven Zaillian,Drama,56702901.0,A Civil Action,PG-13,1999-01-08,115,6.5,John Travolta,24412,Jonathan Harr,1998,0.8785749102314117,-0.37299312032768855,0.7496422496262699,-0.9309448532375084,-0.19518884182970792,4,
0.0,Miramax,USA,Joe Chappelle,Horror,5657370.0,Phantoms,R,1998-01-23,96,5.4,Peter O'Toole,17167,Dean R. Koontz,1998,-1.2801370311576703,-0.5316461101954663,0.020847039004399073,0.4504928063238802,0.061166817987437026,3,fourth
30000000.0,Oriental Light and Magic (OLM),Japan,Kunihiko Yuyama,Animation,85744662.0,Pok�mon: The First Movie - Mewtwo Strikes Back,G,1999-11-10,96,6.0,Veronica Taylor,32118,Satoshi Tajiri,1998,0.07778685374936478,-0.9103184143113274,-0.23463006059995564,-0.25964544304729675,0.6650900928551591,3,fourth
15000000.0,Twentieth Century Fox Film Corporation,USA,Nicholas Hytner,Comedy,29106737.0,The Object of My Affection,R,1998-04-17,111,6.0,Jennifer Aniston,16506,Stephen McCauley,1998,-0.41167806810886165,-0.0073041629482713775,0.4506088183449873,0.09835295075817287,0.25840061250139595,1,second
0.0,CiBy 2000,Federal Republic of Yugoslavia,Emir Kusturica,Comedy,348660.0,"Black Cat, White Cat",R,1998-06-01,127,8.1,Bajram Severdzan,43614,Gordan Mihic,1998,0.15772816417614413,2.2088362758321547,0.07045794178406756,-0.3682197519083208,0.10136993819334104,0,first
70000000.0,British Broadcasting Corporation (BBC) Television,USA,Mikael Salomon,Action,19819494.0,Hard Rain,R,1998-01-16,97,5.8,Morgan Freeman,28397,Graham Yost,1998,-0.054538947874089486,-1.0810613460620595,0.32678077211066714,-0.6784001949131726,-0.733949591274028,3,fourth
3500000.0,Lions Gate Films,USA,Bill Condon,Biography,6390032.0,Gods and Monsters,R,1998-11-04,105,7.5,Ian McKellen,26050,Christopher Bram,1998,-0.4075660188292148,1.1176549547525858,-0.5298136348851386,-0.47748552620159823,0.051278533500580516,1,second
0.0,Paramount Pictures,USA,Howard Deutch,Adventure,18912328.0,The Odd Couple II,PG-13,1998-04-10,97,6.4,Jack Lemmon,7798,Neil Simon,1998,-0.8866543672961198,0.10682378476301085,-0.3792094874259598,-0.08641232360385695,0.26905592688982005,1,second
5000000.0,Fox Searchlight Pictures,USA,Tamara Jenkins,Comedy,5480318.0,Slums of Beverly Hills,R,1998-09-11,91,6.6,Natasha Lyonne,10079,Tamara Jenkins,1998,-0.9906853329996346,0.10204407809758001,-0.6644778989971635,-0.3030507859908321,-0.019395504266507553,1,second
6000000.0,Polar Entertainment,USA,John Waters,Comedy,2281761.0,Pecker,R,1998-10-09,87,6.4,Edward Furlong,12098,John Waters,1998,-1.1332422855007995,-0.1378822624461967,-0.7370361001475327,-0.25347893543942096,-0.10525696674246884,1,second
14000000.0,Hyperion Pictures,UK,Willard Carroll,Comedy,3956212.0,Playing by Heart,R,1999-01-22,121,7.2,Gillian Anderson,17129,Willard Carroll,1998,-0.11073762129712368,1.2488067531668943,0.3840534072085141,-0.3330891369905071,-0.0014331892419040375,1,second
20000000.0,Twentieth Century Fox Film Corporation,USA,Kevin Rodney Sullivan,Comedy,37672350.0,How Stella Got Her Groove Back,R,1998-08-14,124,5.6,Angela Bassett,5794,Terry McMillan,1998,-0.1801734268257728,-0.030260664504260158,1.2255011540060994,0.3157149230351771,0.41297458454620156,3,fourth
0.0,TriStar Pictures,USA,Jonathan Darby,Drama,13513622.0,Hush,PG-13,1998-03-06,96,5.3,Jessica Lange,8036,Jonathan Darby,1998,-1.2747221122191412,-0.6461283280001234,0.07531947731498098,0.44661968505305805,0.1913281317409291,3,fourth
80000000.0,Harpo Films,USA,Jonathan Demme,Drama,22852487.0,Beloved,R,1998-10-16,172,5.9,Oprah Winfrey,6354,Toni Morrison,1998,1.4751393206925785,0.9193035384322755,3.5775100098443686,-0.09735415707740068,-0.3128339782683577,0,first
3000000.0,Tomboy Films,UK,Kirk Jones,Comedy,24788807.0,Waking Ned Devine,PG,1999-01-08,91,7.3,Ian Bannen,22433,Kirk Jones,1998,-0.586591810408316,0.49480376518914976,-1.0628898238344542,-0.5715878962183392,0.22673522339321628,1,second
0.0,Chaos Productions,USA,Peter Chelsom,Comedy,2643689.0,The Mighty,PG-13,1998-10-30,100,7.3,Kieran Culkin,11035,Rodman Philbrick,1998,-0.702149755593889,0.9022065233906438,-0.6269206217494114,-0.4619004801990133,0.06292814785699213,1,second
65000000.0,Award Entertainment,France,Mike Nichols,Comedy,38966057.0,Esc�ndalo,R,1998-03-20,143,6.7,John Travolta,24802,Joe Klein,1998,1.180484535477811,0.7460976003060058,1.8064456915358396,-0.5399946918837025,-0.12455227402376264,0,first
50000000.0,Mandalay Entertainment,USA,Barbet Schroeder,Action,13806137.0,Desperate Measures,R,1998-01-30,100,6.1,Michael Keaton,14476,David Klass,1998,-0.282593449919395,-0.5380147247512539,0.22953250397697855,-0.5726707739325206,-0.481901966070091,3,fourth
0.0,Alliance Communications Corporation,Italy,Sarah Kernochan,Comedy,968506.0,All I Wanna Do,PG-13,1998-09-04,97,6.7,Kirsten Dunst,5895,Sarah Kernochan,1998,-0.9704813118483704,0.41652521006427257,-0.47009547432257,-0.22789789046958225,0.037709539184700686,1,second
0.0,Gaumont,France,Francis Veber,Comedy,4065116.0,The Dinner Game,PG-13,1998-04-15,80,7.7,Thierry Lhermitte,31717,Francis Veber,1998,-0.8704007326144125,0.6206945182998184,-1.7103039875525776,-0.7905595140178807,-0.0993403320423689,1,second
30000000.0,Turner Pictures (I),USA,Christopher Guest,Adventure,6114928.0,Almost Heroes,PG-13,1998-05-29,90,5.8,Chris Farley,13764,Mark Nutter,1998,-0.8954328695655751,-0.7544985613849517,-0.1856244037204303,-0.25810129939593224,-0.3687846528198489,3,fourth
0.0,Universal Pictures,USA,Kevin Hooks,Action,12829351.0,Black Dog,PG-13,1998-05-01,89,5.3,Patrick Swayze,7181,William Mickelberry,1998,-1.4180411524500371,-0.8345063098800927,-0.2163678708932661,0.3602121330082267,0.14242965657195694,3,fourth
10000000.0,Tapestry Films,USA,Jim Abrahams,Comedy,19882538.0,Mafia!,PG-13,1998-07-24,87,5.5,Jay Mohr,13168,Jim Abrahams,1998,-1.178568195342121,-0.9023932353045078,-0.3490528805677991,0.12157025424170079,0.06952061592946066,3,fourth
80000000.0,Kennedy Miller Productions,Australia,George Miller,Adventure,18319860.0,Babe el puerquito va a la ciudad,G,1998-11-25,97,5.8,Magda Szubanski,26946,George Miller,1998,0.05664824394585673,-1.182608478050665,0.4056142897631145,-0.8258469574126628,-0.8860213848773303,3,fourth
18000000.0,Morgan Creek Productions,USA,John Warren,Comedy,3551208.0,Major League: Back to the Minors,PG-13,1998-04-17,100,4.5,Scott Bakula,6102,David S. Ward,1998,-1.2949550500695701,-1.2274031127008924,0.7526722646021928,0.6300718391650398,-0.15582816474891703,3,fourth
0.0,391 Productions,USA,Lisa Cholodenko,Drama,1929168.0,High Art,R,1998-06-12,101,6.7,Radha Mitchell,8834,Lisa Cholodenko,1998,-0.8734498357183976,0.520996426405815,-0.31159044374062317,-0.16659522993957118,0.06606668943436571,1,second
8000000.0,Castle Rock Entertainment,USA,Whit Stillman,Comedy,2987297.0,The Last Days of Disco,R,1998-06-12,113,6.6,Chlo� Sevigny,10509,Whit Stillman,1998,-0.5525197437269603,0.6877176230520182,0.2896165717844123,-0.08139823994390698,0.03860278580581099,1,second
14000000.0,Paramount Pictures,USA,Alan Cohn,Comedy,15062898.0,Dead Man on Campus,R,1998-08-21,96,6.1,Tom Everett Scott,12255,Anthony Abrams,1998,-0.8271796942879943,-0.2587808280165222,-0.19342286842327944,-0.12329109130850573,0.008277077391305754,1,second
0.0,Fox Searchlight Pictures,UK,Des McAnuff,Comedy,1200000.0,Cousin Bette,R,1998-06-12,108,6.2,Jessica Lange,2259,Honor� de Balzac,1998,-0.9189475364268782,0.37327163730816054,0.22537785559596682,0.128415278667198,0.11796319225729791,1,second
0.0,Polygram Filmed Entertainment,USA,Joseph Ruben,Drama,8288513.0,Return to Paradise,R,1998-08-14,111,6.9,Vince Vaughn,12128,Pierre Jolivet,1998,-0.5529235644162795,0.8967438952806372,-0.0001850515479156442,-0.13522352740346683,0.20088855752807988,1,second
0.0,Dharma Productions,India,Karan Johar,Comedy,2100000.0,Kuch Kuch Hota Hai,,1998-10-16,177,7.8,Shah Rukh Khan,37960,Karan Johar,1998,1.0176552911687098,3.36559320327033,2.3266633029031056,0.33909161089839146,0.4434139663795208,0,first
25000000.0,Enchanter Entertainment,USA,Robert Altman,Thriller,1534569.0,The Gingerbread Man,R,1998-01-23,114,5.7,Kenneth Branagh,9583,John Grisham,1998,-0.5905819022356744,-0.08274400661718703,0.8572568309031936,0.127682855327504,-0.20365512968524688,3,fourth
20000000.0,Cinehaus,USA,Robert Benton,Crime,15030732.0,Twilight,R,1998-03-06,94,6.2,Paul Newman,8769,Robert Benton,1998,-0.7721868988947628,-0.3109834688078534,-0.26904942560851597,-0.29835911549781746,-0.07605861498852418,1,second
25000000.0,Cruise/Wagner Productions,USA,Robert Towne,Biography,777423.0,Without Limits,PG-13,1998-09-11,117,7.2,Billy Crudup,6061,Robert Towne,1998,-0.1171512636778997,1.0356166152301705,0.33213142945860596,-0.5891839728802936,-0.18563739277714825,1,second
4500000.0,Chinese Bookie Pictures,USA,Larry Clark,Crime,1025234.0,Another Day in Paradise,R,1999,101,6.5,James Woods,7508,Eddie Little,1998,-0.8865494509317834,0.3390242244129848,-0.18526983158315766,-0.1381479337602944,-0.0033918757310502914,1,second
0.0,Arts Council of England,UK,Simon Shore,Comedy,1200000.0,Get Real,R,1999-04-30,108,7.7,Ben Silverstone,11131,Patrick Wilde,1998,-0.4455920929048832,1.4054187514418968,-0.46343847708168584,-0.5617549686271336,0.09190214712868633,1,second
1100000.0,Shooting Gallery,USA,John Pieplow,Horror,631221.0,Strangeland,R,1998-10-02,85,5.0,Kevin Gage,5935,Dee Snider,1998,-1.6837359580048459,-1.092585881585099,-0.2164023869699342,0.4484518507515163,-0.054071792710306404,3,fourth
0.0,Morgan Creek Productions,Germany,Pat Proft,Action,9623329.0,Acusado sin raz�n,PG-13,1998-08-21,87,6.1,Leslie Nielsen,19731,Pat Proft,1998,-1.2012660462243863,-0.3201326065489305,-0.6840751284397016,0.010805886406575791,0.05146386346018531,3,fourth
15000000.0,Dimension Films,USA,Penelope Spheeris,Comedy,13035599.0,Senseless,R,1998-02-20,93,6.0,Marlon Wayans,11375,Greg Erb,1998,-0.9225763502898694,-0.4093372630038477,-0.26205777866508556,-0.12658780211391227,-0.04769948414421918,3,fourth
35000000.0,Knock Films A.V.V.,Aruba,Hark Tsui,Action,10076136.0,Knock Off,R,1998-09-04,91,4.8,Jean-Claude Van Damme,12179,Steven E. de Souza,1998,-1.0728659961610587,-1.4928301212530903,0.3311977682399854,0.1617124909989207,-0.37388027049562667,3,fourth
23000000.0,DreamWorks,USA,John Roberts,Adventure,27008669.0,Paulie,PG,1998-04-17,91,6.5,Gena Rowlands,12531,Laurie Craig,1998,-0.5782982495574618,-0.2889570061568071,-0.5419268186786639,-0.5142890825996315,0.011938337282004243,1,second
0.0,Mandalay Entertainment,USA,Randa Haines,Drama,15814088.0,Dance with Me,PG,1998-08-21,126,5.8,Vanessa Williams,5146,Daryl Matthews,1998,-0.5470655812604811,0.5084702078133615,1.124330747766563,0.5392503668437145,0.4114319917428033,1,second
0.0,FilmColony,USA,Anthony Drazan,Comedy,1796328.0,Hurlyburly,R,1998-12-25,122,5.8,Sean Penn,9261,David Rabe,1998,-0.734507663496252,0.4795848973759288,0.9720635350601682,0.5247066374402237,0.19032444003025303,1,second
20000000.0,Dieter Geissler Filmproduktion,USA,Carl Schenkel,Action,2147114.0,Tarzan and the Lost City,PG,1998-04-24,100,3.9,Casper Van Dien,1892,Edgar Rice Burroughs,1998,-1.4736307343889352,-1.654223096927351,1.0472646347982986,0.8757054010367433,-0.18931377542182182,3,fourth
0.0,Picture Palace North,UK,Paul McGuigan,Comedy,142783.0,The Acid House,UNRATED,2001-08-17,111,6.3,Stephen McCole,6281,Irvine Welsh,1998,-0.8258474753001086,0.5307377993780821,0.2984231313101526,0.13609351684265467,0.11048021365339994,1,second
12000000.0,AMLF,UK,Gillies MacKinnon,Adventure,1262786.0,Hideous Kinky,R,1999-01-13,98,6.1,Kate Winslet,5757,Esther Freud,1998,-0.9673209854625509,-0.1025589097631712,-0.07675085458496124,-0.09263925515272493,-0.11560380508885425,1,second
7000000.0,Miramax,USA,M. Night Shyamalan,Comedy,258212.0,Wide Awake,PG,1998-03-20,88,6.1,Joseph Cross,3440,M. Night Shyamalan,1998,-1.2421264812490744,-0.3165005677423405,-0.5260736049009082,-0.15092002214861724,-0.11439653722815932,3,fourth
0.0,Leeds/Ben-Ami Productions,USA,Sean McNamara,Action,375805.0,3 Ninjas: High Noon at Mega Mountain,PG,1998-06-18,93,2.8,Loni Anderson,9353,Sean McNamara,1998,-2.175340366836668,-2.372321922461177,1.0771710272986421,1.6541322148784314,-0.003429772532386628,3,fourth
0.0,Miramax,UK,Mark Herman,Comedy,4595000.0,Little Voice,R,1998-12-04,97,7.0,Brenda Blethyn,14479,Jim Cartwright,1998,-0.8151227399998289,0.6023564483266237,-0.6347110589615582,-0.33451532467345285,0.06061732869739378,1,second
15000000.0,Polygram Filmed Entertainment,Canada,Steve Gomer,Adventure,11144518.0,Barney's Great Adventure,G,1998-04-03,76,2.9,George Hearn,2827,Stephen White,1998,-2.202860724082685,-2.9980743861470454,0.41959045601057826,1.1501875189925423,-0.15000442012139403,3,fourth
2900000.0,"Audiovisual Development Bureau, Ministerio da Cultura",Brazil,Walter Salles,Drama,5595428.0,Central Station,R,1998-11-20,113,8.0,Fernanda Montenegro,30487,Marcos Bernstein,1998,-0.10616627817560775,1.6927118659129539,-0.4286068183809247,-0.5964311605302683,0.08440258175428395,1,second
0.0,Columbia Pictures Corporation,UK,Brian Gibson,Comedy,477903.0,Still Crazy,R,1999-01-22,95,7.1,Stephen Rea,6735,Dick Clement,1998,-0.8930912633767992,0.6395855056176585,-0.7328500677076524,-0.44287136608432,0.016609167910919626,1,second
0.0,BBC Films,UK,John Maybury,Biography,343023.0,Love Is the Devil: Study for a Portrait of Francis Bacon,UNRATED,1998-10-07,87,6.4,Derek Jacobi,2881,John Maybury,1998,-1.2667583081478702,-0.06104582000262551,-0.7496893856794713,-0.2136928470069274,-0.022234824194217198,1,second
0.0,Lakeshore International,USA,Stephen Gyllenhaal,Comedy,215553.0,Homegrown,R,1998-04-17,102,5.8,Billy Bob Thornton,4164,Jonah Raskin,1998,-1.1513470000622132,-0.060915085185927,0.1455163358057668,0.2640714037932847,0.06324624539680643,3,fourth
0.0,Castle Rock Entertainment,Germany,Volker Schl�ndorff,Crime,5840581.0,El secreto,R,1998-02-20,114,6.0,Woody Harrelson,6906,James Hadley Chase,1998,-0.8015795035743309,0.3739787755256282,0.5444253043305268,0.31688483147904545,0.20207675167197361,1,second
60000000.0,Caravan Pictures,USA,Stephen Herek,Comedy,12065985.0,Holy Man,PG,1998-10-09,114,4.9,Eddie Murphy,17120,Tom Schulman,1998,-0.23964810157283975,-1.0788208077842394,1.4188880376022324,0.05421221995585022,-0.5640452338721575,3,fourth
0.0,Paradis Films,France,Theodoros Angelopoulos,Drama,106486.0,Eternity and a Day,UNRATED,1999-05-28,137,7.9,Bruno Ganz,7269,Theodoros Angelopoulos,1998,0.14062144812589122,2.345719587078056,0.6856939572237776,-0.3359657494632336,0.2640550281476857,0,first
5000000.0,Castle Rock Entertainment,USA,Jake Kasdan,Comedy,1980338.0,Zero Effect,R,1998-01-30,116,7.0,Bill Pullman,12839,Jake Kasdan,1998,-0.4175778306843532,1.0842052228941075,0.21323506953625948,-0.18693964370282082,0.07756382702532347,1,second
0.0,Irish Film Board,UK,John Boorman,Biography,1211865.0,The General,R,1998-12-18,124,7.3,Brendan Gleeson,7076,John Boorman,1998,-0.27316580922094025,1.5695411936078896,0.4005407963906498,-0.1973439331081298,0.20069638152347918,0,first
0.0,101st Street Films,USA,Alex Zamm,Comedy,306715.0,Chairman of the Board,PG-13,1998-09-18,100,2.3,Scott 'Carrot Top' Thompson,5356,Al Septien,1998,-2.2043612501099727,-2.523735582700605,1.6054172712738983,1.961639187819092,0.04970546920804406,3,fourth
